# time,id,x
300.04,0,4.805185954349522
300.04,1,-2.194901439275019
300.04,2,-19.194955006114707
300.04,3,13.805629690701121
300.06,1,-2.1149014392750196
300.06,0,4.885185954349522
300.06,3,13.88562969070112
300.06,2,-19.11495500611471
300.1,2,-18.954955006114712
300.1,3,14.045629690701116
300.1,0,5.045185954349522
300.1,1,-1.9549014392750208
300.12,0,5.125185954349522
300.12,3,14.125629690701114
300.12,1,-1.8749014392750212
300.12,2,-18.874955006114714
300.16,2,-18.714955006114717
300.16,1,-1.714901439275022
300.16,3,14.28562969070111
300.16,0,5.285185954349522
300.18,3,14.365629690701109
300.18,2,-18.63495500611472
300.18,0,5.365185954349522
300.18,1,-1.6349014392750223
300.2,0,5.4451859543495225
300.2,2,-18.55495500611472
300.2,1,-1.5549014392750227
300.2,3,14.445629690701107
300.22,3,14.525629690701106
300.22,1,-1.474901439275023
300.22,0,5.5251859543495225
300.22,2,-18.474955006114723
300.24,1,-1.3949014392750234
300.24,2,-18.394955006114724
300.24,3,14.605629690701104
300.24,0,5.605185954349523
300.26,1,-1.3149014392750238
300.26,2,-18.314955006114726
300.26,0,5.685185954349523
300.26,3,14.685629690701102
300.3,1,-1.1549014392750245
300.3,3,14.845629690701099
300.3,0,5.845185954349523
300.3,2,-18.15495500611473
300.32,3,14.925629690701097
300.32,0,5.925185954349523
300.32,2,-18.07495500611473
300.32,1,-1.074901439275025
300.36,3,15.085629690701094
300.36,1,-0.9149014392750257
300.36,0,6.085185954349523
300.36,2,-17.914955006114734
300.38,0,6.165185954349523
300.38,1,-0.834901439275026
300.38,3,15.165629690701092
300.38,2,-17.834955006114736
300.42,3,15.325629690701088
300.42,0,6.325185954349523
300.42,2,-17.67495500611474
300.42,1,-0.6749014392750268
300.44,2,-17.59495500611474
300.44,1,-0.5949014392750271
300.44,3,15.405629690701087
300.44,0,6.405185954349523
300.48,2,-17.434955006114745
300.48,0,6.5651859543495235
300.48,3,15.565629690701083
300.48,1,-0.434901439275028
300.5,2,-17.354955006114746
300.5,3,15.645629690701082
300.5,1,-0.3549014392750285
300.5,0,6.6451859543495235
300.54,3,15.805629690701078
300.54,1,-0.19490143927502945
300.54,2,-17.19495500611475
300.54,0,6.805185954349524
300.56,1,-0.11490143927502994
300.56,3,15.885629690701077
300.56,0,6.885185954349524
300.56,2,-17.11495500611475
300.6,1,0.045098560724969095
300.6,2,-16.954955006114755
300.6,0,7.045185954349524
300.6,3,16.045629690701073
300.62,3,16.12562969070107
300.62,2,-16.874955006114757
300.62,0,7.125185954349524
300.62,1,0.1250985607249686
300.66,3,16.285629690701068
300.66,2,-16.71495500611476
300.66,1,0.28509856072496764
300.66,0,7.285185954349524
300.68,0,7.365185954349524
300.68,1,0.36509856072496716
300.68,3,16.365629690701066
300.68,2,-16.63495500611476
300.7,1,0.4450985607249667
300.7,3,16.445629690701065
300.7,0,7.445185954349524
300.7,2,-16.554955006114763
300.72,0,7.525185954349524
300.72,1,0.5250985607249662
300.72,2,-16.474955006114765
300.72,3,16.525629690701063
300.74,3,16.60562969070106
300.74,2,-16.394955006114767
300.74,1,0.6050985607249657
300.74,0,7.605185954349524
300.76,0,7.6851859543495245
300.76,1,0.6850985607249653
300.76,3,16.68562969070106
300.76,2,-16.31495500611477
300.8,2,-16.154955006114772
300.8,0,7.845185954349525
300.8,1,0.8450985607249646
300.8,3,16.845629690701056
300.82,3,16.925629690701054
300.82,1,0.9250985607249642
300.82,0,7.925185954349525
300.82,2,-16.074955006114774
300.86,1,1.0850985607249635
300.86,3,17.08562969070105
300.86,0,8.085185954349523
300.86,2,-15.914955006114777
300.88,0,8.165185954349521
300.88,2,-15.834955006114779
300.88,3,17.16562969070105
300.88,1,1.165098560724963
300.92,0,8.325185954349518
300.92,3,17.325629690701046
300.92,2,-15.674955006114782
300.92,1,1.3250985607249623
300.94,3,17.405629690701044
300.94,1,1.405098560724962
300.94,0,8.405185954349516
300.94,2,-15.594955006114784
300.98,3,17.56562969070104
300.98,1,1.5650985607249612
300.98,0,8.565185954349513
300.98,2,-15.434955006114787
301,2,-15.354955006114789
301,1,1.6450985607249609
301,0,8.645185954349511
301,3,17.64562969070104
301.04,0,8.805185954349508
301.04,3,17.805629690701036
301.04,2,-15.194955006114792
301.04,1,1.80509856072496
301.06,0,8.885185954349506
301.06,3,17.885629690701034
301.06,2,-15.114955006114794
301.06,1,1.8850985607249597
301.1,3,18.04562969070103
301.1,1,2.0450985607249588
301.1,0,9.045185954349503
301.1,2,-14.954955006114798
301.12,2,-14.8749550061148
301.12,3,18.12562969070103
301.12,1,2.125098560724958
301.12,0,9.1251859543495
301.16,3,18.285629690701025
301.16,1,2.2850985607249563
301.16,0,9.285185954349497
301.16,2,-14.714955006114803
301.18,3,18.365629690701024
301.18,1,2.3650985607249555
301.18,0,9.365185954349496
301.18,2,-14.634955006114804
301.2,1,2.4450985607249547
301.2,0,9.445185954349494
301.2,3,18.445629690701022
301.2,2,-14.554955006114806
301.22,3,18.52562969070102
301.22,2,-14.474955006114808
301.22,1,2.525098560724954
301.22,0,9.525185954349492
301.24,2,-14.39495500611481
301.24,3,18.60562969070102
301.24,1,2.605098560724953
301.24,0,9.60518595434949
301.26,3,18.685629690701017
301.26,0,9.685185954349489
301.26,2,-14.314955006114811
301.26,1,2.6850985607249522
301.3,1,2.8450985607249506
301.3,0,9.845185954349486
301.3,2,-14.154955006114815
301.3,3,18.845629690701013
301.32,3,18.92562969070101
301.32,2,-14.074955006114816
301.32,1,2.92509856072495
301.32,0,9.925185954349484
301.36,1,3.085098560724948
301.36,3,19.08562969070101
301.36,0,10.08518595434948
301.36,2,-13.91495500611482
301.38,1,3.1650985607249473
301.38,2,-13.834955006114821
301.38,3,19.165629690701007
301.38,0,10.165185954349479
301.42,1,3.3250985607249457
301.42,2,-13.674955006114825
301.42,0,10.325185954349475
301.42,3,19.325629690701003
301.44,0,10.405185954349474
301.44,2,-13.594955006114827
301.44,3,19.405629690701
301.44,1,3.405098560724945
