# time,id,x
300.04,5,-3.7910064864547954
300.04,0,16.672080949375523
300.04,3,-24.151546877330365
300.04,1,-19.072180996996877
300.04,4,-13.992023768146039
300.04,7,11.563841826595851
300.04,2,-8.899115758700836
300.04,8,21.765199322096773
300.04,9,6.447305883417298
300.04,6,1.3250373240279638
300.06,8,21.823796525313806
300.06,7,11.622775862508012
300.06,4,-13.93343113076066
300.06,2,-8.840311332757652
300.06,1,-19.013672156511674
300.06,9,6.506375751467471
300.06,3,-24.093036259398207
300.06,5,-3.73205397170499
300.06,6,1.3840632841757192
300.06,0,16.730875239072624
300.1,4,-13.816247303108682
300.1,3,-23.976016314027802
300.1,7,11.74064364061913
300.1,6,1.502119748681928
300.1,0,16.848458525285842
300.1,9,6.624501239931156
300.1,1,-18.896650131657953
300.1,2,-8.722689544997744
300.1,5,-3.6141502989635206
300.1,8,21.940979050847893
300.12,9,6.683562668671642
300.12,6,1.5611464282037726
300.12,2,-8.663876113690257
300.12,8,21.999568329298366
300.12,5,-3.555197192219013
300.12,1,-18.83813881929763
300.12,3,-23.917507025491503
300.12,4,-13.757650275361257
300.12,7,11.799573542942005
300.12,0,16.907249364204805
300.16,3,-23.800487876152165
300.16,2,-8.546247948032114
300.16,7,11.917433018561223
300.16,6,1.6792042543658585
300.16,8,22.116741032862244
300.16,5,-3.4372883836248422
300.16,1,-18.721122914126514
300.16,4,-13.64044606023759
300.16,9,6.80167524879733
300.16,0,17.0248216013343
300.18,2,-8.48743314716609
300.18,9,6.860724580930758
300.18,3,-23.741983681185783
300.18,4,-13.581835127843172
300.18,1,-18.66261816065394
300.18,8,22.17532824126814
300.18,5,-3.3783346265710152
300.18,0,17.083601202704536
300.18,6,1.7382353802289383
300.18,7,11.976362445814482
300.2,2,-8.428615937655074
300.2,6,1.7972697816987624
300.2,8,22.233910295631876
300.2,9,6.919768747340873
300.2,0,17.142379662221092
300.2,5,-3.31938121400928
300.2,1,-18.604110973957336
300.2,4,-13.523223500147584
300.2,3,-23.683483596258828
300.2,7,12.03529414476381
