# time,id,x
300.04,2,-7.312750980098146
300.04,1,13.060825500513584
300.04,3,19.800572010893177
300.04,4,4.235534556530923
300.04,0,-22.219319814902917
300.06,4,4.315534556530923
300.06,0,-22.13931981490292
300.06,2,-7.232750980098146
300.06,1,13.140825500513582
300.06,3,19.880572010893175
300.1,3,20.04057201089317
300.1,4,4.475534556530923
300.1,0,-21.979319814902922
300.1,2,-7.072750980098146
300.1,1,13.300825500513579
300.12,1,13.380825500513577
300.12,4,4.555534556530923
300.12,0,-21.899319814902924
300.12,2,-6.992750980098146
300.12,3,20.12057201089317
300.16,3,20.280572010893167
300.16,4,4.7155345565309235
300.16,1,13.540825500513574
300.16,2,-6.832750980098146
300.16,0,-21.739319814902927
300.18,0,-21.65931981490293
300.18,2,-6.752750980098146
300.18,3,20.360572010893165
300.18,4,4.7955345565309235
300.18,1,13.620825500513572
300.2,3,20.440572010893163
300.2,0,-21.57931981490293
300.2,1,13.70082550051357
300.2,2,-6.6727509800981455
300.2,4,4.875534556530924
300.22,2,-6.592750980098145
300.22,4,4.955534556530924
300.22,3,20.52057201089316
300.22,0,-21.499319814902933
300.22,1,13.780825500513568
300.24,2,-6.512750980098145
300.24,0,-21.419319814902934
300.24,1,13.860825500513567
300.24,4,5.035534556530924
300.24,3,20.60057201089316
300.26,3,20.680572010893158
300.26,1,13.940825500513565
300.26,2,-6.432750980098145
300.26,4,5.115534556530924
300.26,0,-21.339319814902936
300.3,4,5.275534556530924
300.3,1,14.100825500513562
300.3,3,20.840572010893155
300.3,2,-6.272750980098145
300.3,0,-21.17931981490294
300.32,2,-6.192750980098145
300.32,0,-21.09931981490294
300.32,1,14.18082550051356
300.32,4,5.355534556530924
300.32,3,20.920572010893153
300.36,1,14.340825500513557
300.36,2,-6.032750980098145
300.36,4,5.515534556530924
300.36,0,-20.939319814902944
300.36,3,21.08057201089315
300.38,0,-20.859319814902946
300.38,2,-5.952750980098145
300.38,3,21.160572010893148
300.38,4,5.595534556530924
300.38,1,14.420825500513555
300.42,1,14.580825500513551
300.42,3,21.320572010893144
300.42,4,5.755534556530924
300.42,2,-5.792750980098145
