# time,id,x
300.04,2,19.80537187005774
300.04,0,-16.194825817289807
300.04,1,-7.194343777909796
300.06,2,19.88537187005774
300.06,0,-16.11482581728981
300.06,1,-7.114343777909796
300.1,0,-15.954825817289812
300.1,1,-6.954343777909796
300.1,2,20.045371870057735
300.12,1,-6.874343777909796
300.12,2,20.125371870057734
300.12,0,-15.874825817289814
300.16,0,-15.714825817289817
300.16,2,20.28537187005773
300.16,1,-6.714343777909796
300.18,2,20.36537187005773
300.18,1,-6.634343777909796
300.18,0,-15.63482581728982
300.2,0,-15.55482581728982
300.2,2,20.445371870057727
300.2,1,-6.5543437779097955
300.22,2,20.525371870057725
300.22,1,-6.474343777909795
300.22,0,-15.474825817289823
300.24,1,-6.394343777909795
300.24,2,20.605371870057724
300.24,0,-15.394825817289824
300.26,0,-15.314825817289826
300.26,1,-6.314343777909795
300.26,2,20.685371870057722
300.3,2,20.84537187005772
300.3,0,-15.15482581728983
300.3,1,-6.154343777909795
300.32,0,-15.074825817289831
300.32,1,-6.074343777909795
300.32,2,20.925371870057717
300.36,0,-14.914825817289834
300.36,2,21.085371870057713
300.36,1,-5.914343777909795
300.38,2,21.16537187005771
300.38,0,-14.834825817289836
300.38,1,-5.834343777909795
300.42,0,-14.67482581728984
300.42,1,-5.674343777909795
300.42,2,21.325371870057708
300.44,2,21.405371870057706
300.44,1,-5.594343777909795
300.44,0,-14.594825817289841
300.48,0,-14.434825817289845
300.48,2,21.565371870057703
300.48,1,-5.4343437779097945
300.5,1,-5.354343777909794
300.5,2,21.6453718700577
300.5,0,-14.354825817289846
300.54,0,-14.19482581728985
300.54,2,21.805371870057698
300.54,1,-5.194343777909794
300.56,2,21.885371870057696
300.56,1,-5.114343777909794
300.56,0,-14.114825817289852
300.6,1,-4.954343777909794
300.6,0,-13.954825817289855
300.6,2,22.045371870057693
300.62,2,22.12537187005769
300.62,0,-13.874825817289857
300.62,1,-4.874343777909794
300.66,1,-4.714343777909794
300.66,2,22.285371870057688
300.66,0,-13.71482581728986
300.68,2,22.365371870057686
300.68,1,-4.634343777909794
300.68,0,-13.634825817289862
